Transaction_ID,Date,Description,Category,Transaction_Type,Amount_BDT,Payment_Mode,City
TXN0315,2026-07-01,Rent Payment,Housing,Expense,15000,Bank Transfer,Dhaka
TXN0316,2026-07-01,Send Money to Mother,Family,Expense,5000,bKash,Dhaka
TXN0317,2026-07-02,DESCO Bill,Utilities,Expense,1820,bKash,Dhaka
TXN0318,2026-07-02,WASA Bill,Utilities,Expense,580,bKash,Dhaka
TXN0319,2026-07-03,Dot Internet Bill,Utilities,Expense,1000,bKash,Dhaka
TXN0320,2026-07-04,Grameenphone Recharge,Utilities,Expense,299,bKash,Dhaka
TXN0321,2026-07-05,Rickshaw to Metro,Transport,Expense,70,Cash,Dhaka
TXN0322,2026-07-05,Office Lunch,Food & Drinks,Expense,140,Cash,Dhaka
TXN0323,2026-07-06,Pathao Bike,Transport,Expense,85,bKash,Dhaka
TXN0324,2026-07-07,Evening CNG,Transport,Expense,160,Cash,Dhaka
TXN0325,2026-07-08,Shwapno Grocery,Groceries,Expense,1850,Card,Dhaka
TXN0326,2026-07-09,Sultan's Dine Dinner,Dining,Expense,1450,Card,Dhaka
TXN0327,2026-07-10,Weekend Tea Stall,Food & Drinks,Expense,50,Cash,Dhaka
TXN0328,2026-07-11,Aarong Shopping,Shopping,Expense,4200,Card,Dhaka
TXN0329,2026-07-12,Star Kabab Dinner,Dining,Expense,410,bKash,Dhaka
TXN0330,2026-07-13,MRT Pass Recharge,Transport,Expense,500,bKash,Dhaka
TXN0331,2026-07-14,Tuition Income,Freelance,Income,4000,Cash,Dhaka
TXN0332,2026-07-15,Daraz Order - Gadgets,Shopping,Expense,3800,bKash,Dhaka
TXN0333,2026-07-16,Office Canteen,Food & Drinks,Expense,100,Cash,Dhaka
TXN0334,2026-07-17,Uber Moto,Transport,Expense,75,bKash,Dhaka
TXN0335,2026-07-18,Chillox Dinner,Dining,Expense,290,bKash,Dhaka
TXN0336,2026-07-19,Meena Bazar Groceries,Groceries,Expense,1350,Card,Dhaka
TXN0337,2026-07-20,Kacchi Bhai Feast,Dining,Expense,530,Card,Dhaka
TXN0338,2026-07-21,Foodpanda Delivery,Dining,Expense,400,bKash,Dhaka
TXN0339,2026-07-22,Rickshaw Fare,Transport,Expense,80,Cash,Dhaka
TXN0340,2026-07-23,Weekend Street Food,Food & Drinks,Expense,140,Cash,Dhaka
TXN0341,2026-07-24,Bashundhara City Shopping,Shopping,Expense,2900,Card,Dhaka
TXN0342,2026-07-25,Takeout Biryani,Dining,Expense,260,bKash,Dhaka
TXN0343,2026-07-26,Month End Adjustment,Fees,Expense,40,bKash,Dhaka
TXN0344,2026-08-01,Monthly Salary,Salary,Income,65000,Bank Transfer,Dhaka
TXN0345,2026-08-01,Rent Payment,Housing,Expense,15000,Bank Transfer,Dhaka
TXN0346,2026-08-01,Send Money to Mother,Family,Expense,5000,bKash,Dhaka
TXN0347,2026-08-02,DESCO Bill,Utilities,Expense,1790,bKash,Dhaka
TXN0348,2026-08-02,WASA Bill,Utilities,Expense,560,bKash,Dhaka
TXN0349,2026-08-03,Link3 Internet Bill,Utilities,Expense,1100,bKash,Dhaka
TXN0350,2026-08-04,Robi Mobile Recharge,Utilities,Expense,350,bKash,Dhaka
TXN0351,2026-08-05,Rickshaw to Metro,Transport,Expense,70,Cash,Dhaka
TXN0352,2026-08-05,Office Lunch,Food & Drinks,Expense,150,Cash,Dhaka
TXN0353,2026-08-06,Pathao Bike,Transport,Expense,90,bKash,Dhaka
TXN0354,2026-08-07,Evening CNG,Transport,Expense,170,Cash,Dhaka
TXN0355,2026-08-08,Shwapno Grocery,Groceries,Expense,1700,Card,Dhaka
TXN0356,2026-08-09,Sultan's Dine Dinner,Dining,Expense,1420,Card,Dhaka
TXN0357,2026-08-10,Weekend Tea Stall,Food & Drinks,Expense,60,Cash,Dhaka
TXN0358,2026-08-11,New Market Shopping,Shopping,Expense,1900,Cash,Dhaka
TXN0359,2026-08-12,Star Kabab Dinner,Dining,Expense,430,bKash,Dhaka
TXN0360,2026-08-13,MRT Pass Recharge,Transport,Expense,500,bKash,Dhaka
TXN0361,2026-08-14,Tuition Income,Freelance,Income,4000,Cash,Dhaka
TXN0362,2026-08-15,Daraz Order - Electronics,Shopping,Expense,4500,bKash,Dhaka
TXN0363,2026-08-16,Office Canteen,Food & Drinks,Expense,100,Cash,Dhaka
TXN0364,2026-08-17,Uber Moto,Transport,Expense,80,bKash,Dhaka
TXN0365,2026-08-18,Chillox Dinner,Dining,Expense,310,bKash,Dhaka
TXN0366,2026-08-19,Meena Bazar Groceries,Groceries,Expense,1450,Card,Dhaka
TXN0367,2026-08-20,Kacchi Bhai Feast,Dining,Expense,570,Card,Dhaka
TXN0368,2026-08-21,Foodpanda Delivery,Dining,Expense,430,bKash,Dhaka
TXN0369,2026-08-22,Rickshaw Fare,Transport,Expense,60,Cash,Dhaka
TXN0370,2026-08-23,Weekend Street Food,Food & Drinks,Expense,130,Cash,Dhaka
TXN0371,2026-08-24,Bashundhara City Shopping,Shopping,Expense,2600,Card,Dhaka
TXN0372,2026-08-25,Takeout Biryani,Dining,Expense,270,bKash,Dhaka
TXN0373,2026-08-26,Month End Adjustment,Fees,Expense,60,bKash,Dhaka
TXN0374,2026-08-27,US-Bangla Flight to Cox's Bazar,Entertainment,Expense,8500,Card,Dhaka
TXN0375,2026-08-28,Hotel Sea View Cox's Bazar,Entertainment,Expense,12000,Card,Cox's Bazar
TXN0376,2026-08-29,Seafood Dinner Cox's Bazar,Dining,Expense,2200,Card,Cox's Bazar
TXN0377,2026-08-30,Local Transport Cox's Bazar,Transport,Expense,450,Cash,Cox's Bazar
TXN0378,2026-08-31,Return Flight to Dhaka,Entertainment,Expense,8500,Card,Dhaka
TXN0379,2026-09-01,Monthly Salary,Salary,Income,65000,Bank Transfer,Dhaka
TXN0380,2026-09-01,Rent Payment,Housing,Expense,15000,Bank Transfer,Dhaka
TXN0381,2026-09-01,Send Money to Mother,Family,Expense,5000,bKash,Dhaka
TXN0382,2026-09-02,DESCO Bill,Utilities,Expense,1650,bKash,Dhaka
TXN0383,2026-09-02,WASA Bill,Utilities,Expense,520,bKash,Dhaka
TXN0384,2026-09-03,Carnival Internet Bill,Utilities,Expense,1200,bKash,Dhaka
TXN0385,2026-09-04,Grameenphone Recharge,Utilities,Expense,299,bKash,Dhaka
TXN0386,2026-09-05,Rickshaw to Metro,Transport,Expense,70,Cash,Dhaka
TXN0387,2026-09-05,Office Lunch,Food & Drinks,Expense,140,Cash,Dhaka
TXN0388,2026-09-06,Pathao Bike,Transport,Expense,85,bKash,Dhaka
TXN0389,2026-09-07,Evening CNG,Transport,Expense,160,Cash,Dhaka
TXN0390,2026-09-08,Shwapno Grocery,Groceries,Expense,1800,Card,Dhaka
TXN0391,2026-09-09,Sultan's Dine Dinner,Dining,Expense,1450,Card,Dhaka
TXN0392,2026-09-10,Weekend Tea Stall,Food & Drinks,Expense,50,Cash,Dhaka
TXN0393,2026-09-11,Bata Shoe Purchase,Shopping,Expense,3200,Card,Dhaka
TXN0394,2026-09-12,Star Kabab Dinner,Dining,Expense,400,bKash,Dhaka
TXN0395,2026-09-13,MRT Pass Recharge,Transport,Expense,500,bKash,Dhaka
TXN0396,2026-09-14,Tuition Income,Freelance,Income,4000,Cash,Dhaka
TXN0397,2026-09-15,Daraz Order - Home Appliances,Shopping,Expense,5500,bKash,Dhaka
TXN0398,2026-09-16,Office Canteen,Food & Drinks,Expense,100,Cash,Dhaka
TXN0399,2026-09-17,Uber Moto,Transport,Expense,75,bKash,Dhaka
TXN0400,2026-09-18,Chillox Dinner,Dining,Expense,300,bKash,Dhaka
TXN0401,2026-09-19,Meena Bazar Groceries,Groceries,Expense,1300,Card,Dhaka
TXN0402,2026-09-20,Kacchi Bhai Feast,Dining,Expense,540,Card,Dhaka
TXN0403,2026-09-21,Foodpanda Delivery,Dining,Expense,390,bKash,Dhaka
TXN0404,2026-09-22,Rickshaw Fare,Transport,Expense,80,Cash,Dhaka
TXN0405,2026-09-23,Weekend Street Food,Food & Drinks,Expense,140,Cash,Dhaka
TXN0406,2026-09-24,Bashundhara City Shopping,Shopping,Expense,2800,Card,Dhaka
TXN0407,2026-09-25,Takeout Biryani,Dining,Expense,250,bKash,Dhaka
TXN0408,2026-09-26,Month End Adjustment,Fees,Expense,45,bKash,Dhaka
TXN0409,2026-09-27,Green Line Bus to Chittagong,Transport,Expense,1200,bKash,Dhaka
TXN0410,2026-09-28,Chittagong Local Transport,Transport,Expense,350,Cash,Chittagong
TXN0411,2026-09-29,Seafood Dinner Chittagong,Dining,Expense,1800,Card,Chittagong
TXN0412,2026-09-30,Return Bus to Dhaka,Transport,Expense,1200,bKash,Dhaka
TXN0413,2025-10-15,Suborno Express Train to Chittagong,Transport,Expense,850,Card,Dhaka
TXN0414,2025-10-16,Chittagong Hotel Stay,Entertainment,Expense,4500,Card,Chittagong
TXN0415,2025-10-17,Return Train to Dhaka,Transport,Expense,850,Card,Dhaka
TXN0416,2025-11-20,Pathao Food Delivery,Dining,Expense,480,bKash,Dhaka
TXN0417,2025-12-15,Foodpanda Delivery,Dining,Expense,520,bKash,Dhaka
TXN0418,2026-01-10,Pathao Food Delivery,Dining,Expense,450,bKash,Dhaka
TXN0419,2026-02-14,Valentine's Day Dinner,Dining,Expense,2500,Card,Dhaka
TXN0420,2026-03-26,Independence Day Shopping,Shopping,Expense,1500,Cash,Dhaka
TXN0421,2026-04-14,Pohela Boishakh Shopping,Shopping,Expense,3500,Cash,Dhaka
TXN0422,2026-05-01,May Day Weekend Trip,Entertainment,Expense,5000,bKash,Dhaka
TXN0423,2026-06-15,Eid ul Adha Shopping,Shopping,Expense,12000,Card,Dhaka
TXN0424,2026-07-20,Pathao Food Delivery,Dining,Expense,410,bKash,Dhaka
TXN0425,2026-08-15,Foodpanda Delivery,Dining,Expense,460,bKash,Dhaka
TXN0426,2025-09-15,Pathao Food Delivery,Dining,Expense,380,bKash,Dhaka
TXN0427,2025-10-20,Foodpanda Delivery,Dining,Expense,420,bKash,Dhaka
TXN0428,2025-11-15,Pathao Food Delivery,Dining,Expense,390,bKash,Dhaka
TXN0429,2025-12-20,Foodpanda Delivery,Dining,Expense,440,bKash,Dhaka
TXN0430,2026-01-20,Pathao Food Delivery,Dining,Expense,400,bKash,Dhaka
TXN0431,2026-02-20,Foodpanda Delivery,Dining,Expense,430,bKash,Dhaka
TXN0432,2026-03-20,Pathao Food Delivery,Dining,Expense,370,bKash,Dhaka
TXN0433,2026-04-20,Foodpanda Delivery,Dining,Expense,450,bKash,Dhaka
TXN0434,2026-05-20,Pathao Food Delivery,Dining,Expense,410,bKash,Dhaka
TXN0435,2026-06-20,Foodpanda Delivery,Dining,Expense,470,bKash,Dhaka
TXN0436,2026-07-20,Pathao Food Delivery,Dining,Expense,390,bKash,Dhaka
TXN0437,2026-08-20,Foodpanda Delivery,Dining,Expense,420,bKash,Dhaka
TXN0438,2025-09-25,bKash Send Money Fee,Fees,Expense,10,bKash,Dhaka
TXN0439,2025-10-25,bKash Cash Out Charge,Fees,Expense,15,bKash,Dhaka
TXN0440,2025-11-25,bKash Send Money Fee,Fees,Expense,10,bKash,Dhaka
TXN0441,2025-12-25,bKash Cash Out Charge,Fees,Expense,15,bKash,Dhaka
TXN0442,2026-01-25,bKash Send Money Fee,Fees,Expense,10,bKash,Dhaka
TXN0443,2026-02-25,bKash Cash Out Charge,Fees,Expense,15,bKash,Dhaka
TXN0444,2026-03-25,bKash Send Money Fee,Fees,Expense,10,bKash,Dhaka
TXN0445,2026-04-25,bKash Cash Out Charge,Fees,Expense,15,bKash,Dhaka
TXN0446,2026-05-25,bKash Send Money Fee,Fees,Expense,10,bKash,Dhaka
TXN0447,2026-06-25,bKash Cash Out Charge,Fees,Expense,15,bKash,Dhaka
TXN0448,2026-07-25,bKash Send Money Fee,Fees,Expense,10,bKash,Dhaka
TXN0449,2026-08-25,bKash Cash Out Charge,Fees,Expense,15,bKash,Dhaka
TXN0450,2025-09-05,Nagad Cash Out,Fees,Expense,15,Nagad,Dhaka
TXN0451,2025-10-05,Nagad Send Money,Fees,Expense,10,Nagad,Dhaka
TXN0452,2025-11-05,Nagad Cash Out,Fees,Expense,15,Nagad,Dhaka
TXN0453,2025-12-05,Nagad Send Money,Fees,Expense,10,Nagad,Dhaka
TXN0454,2026-01-05,Nagad Cash Out,Fees,Expense,15,Nagad,Dhaka
TXN0455,2026-02-05,Nagad Send Money,Fees,Expense,10,Nagad,Dhaka
TXN0456,2026-03-05,Nagad Cash Out,Fees,Expense,15,Nagad,Dhaka
TXN0457,2026-04-05,Nagad Send Money,Fees,Expense,10,Nagad,Dhaka
TXN0458,2026-05-05,Nagad Cash Out,Fees,Expense,15,Nagad,Dhaka
TXN0459,2026-06-05,Nagad Send Money,Fees,Expense,10,Nagad,Dhaka
TXN0460,2026-07-05,Nagad Cash Out,Fees,Expense,15,Nagad,Dhaka
TXN0461,2026-08-05,Nagad Send Money,Fees,Expense,10,Nagad,Dhaka
TXN0462,2025-09-12,Rocket Cash Out,Fees,Expense,15,Rocket,Dhaka
TXN0463,2025-10-12,Rocket Send Money,Fees,Expense,10,Rocket,Dhaka
TXN0464,2025-11-12,Rocket Cash Out,Fees,Expense,15,Rocket,Dhaka
TXN0465,2025-12-12,Rocket Send Money,Fees,Expense,10,Rocket,Dhaka
TXN0466,2026-01-12,Rocket Cash Out,Fees,Expense,15,Rocket,Dhaka
TXN0467,2026-02-12,Rocket Send Money,Fees,Expense,10,Rocket,Dhaka
TXN0468,2026-03-12,Rocket Cash Out,Fees,Expense,15,Rocket,Dhaka
TXN0469,2026-04-12,Rocket Send Money,Fees,Expense,10,Rocket,Dhaka
TXN0470,2026-05-12,Rocket Cash Out,Fees,Expense,15,Rocket,Dhaka
TXN0471,2026-06-12,Rocket Send Money,Fees,Expense,10,Rocket,Dhaka
TXN0472,2026-07-12,Rocket Cash Out,Fees,Expense,15,Rocket,Dhaka
TXN0473,2026-08-12,Rocket Send Money,Fees,Expense,10,Rocket,Dhaka
TXN0474,2025-09-18,City Bank Card Annual Fee,Fees,Expense,2500,Card,Dhaka
TXN0475,2025-10-18,EBL Card Annual Fee,Fees,Expense,3000,Card,Dhaka
TXN0476,2025-11-18,BRAC Bank SMS Alert,Fees,Expense,150,Bank Transfer,Dhaka
TXN0477,2025-12-18,Dutch Bangla Card Fee,Fees,Expense,500,Card,Dhaka
TXN0478,2026-01-18,City Bank Card Annual Fee,Fees,Expense,2500,Card,Dhaka
TXN0479,2026-02-18,EBL Card Annual Fee,Fees,Expense,3000,Card,Dhaka
TXN0480,2026-03-18,BRAC Bank SMS Alert,Fees,Expense,150,Bank Transfer,Dhaka
TXN0481,2026-04-18,Dutch Bangla Card Fee,Fees,Expense,500,Card,Dhaka
TXN0482,2026-05-18,City Bank Card Annual Fee,Fees,Expense,2500,Card,Dhaka
TXN0483,2026-06-18,EBL Card Annual Fee,Fees,Expense,3000,Card,Dhaka
TXN0484,2026-07-18,BRAC Bank SMS Alert,Fees,Expense,150,Bank Transfer,Dhaka
TXN0485,2026-08-18,Dutch Bangla Card Fee,Fees,Expense,500,Card,Dhaka
TXN0486,2025-09-22,Pharmacy Medicine,Healthcare,Expense,450,Cash,Dhaka
TXN0487,2025-10-22,Doctor Consultation,Healthcare,Expense,800,bKash,Dhaka
TXN0488,2025-11-22,Pharmacy Medicine,Healthcare,Expense,350,Cash,Dhaka
TXN0489,2025-12-22,Doctor Consultation,Healthcare,Expense,1000,bKash,Dhaka
TXN0490,2026-01-22,Pharmacy Medicine,Healthcare,Expense,550,Cash,Dhaka
TXN0491,2026-02-22,Doctor Consultation,Healthcare,Expense,1200,bKash,Dhaka
TXN0492,2026-03-22,Pharmacy Medicine,Healthcare,Expense,400,Cash,Dhaka
TXN0493,2026-04-22,Doctor Consultation,Healthcare,Expense,900,bKash,Dhaka
TXN0494,2026-05-22,Pharmacy Medicine,Healthcare,Expense,600,Cash,Dhaka
TXN0495,2026-06-22,Doctor Consultation,Healthcare,Expense,1100,bKash,Dhaka
TXN0496,2026-07-22,Pharmacy Medicine,Healthcare,Expense,480,Cash,Dhaka
TXN0497,2026-08-22,Doctor Consultation,Healthcare,Expense,950,bKash,Dhaka
TXN0498,2025-09-28,Gym Membership,Entertainment,Expense,2500,bKash,Dhaka
TXN0499,2025-10-28,Netflix Subscription,Entertainment,Expense,800,Card,Dhaka
TXN0500,2025-11-28,Gym Membership,Entertainment,Expense,2500,bKash,Dhaka
